,docname,Newspaper,Year,Beginning of Passage,keyword,End of Passage
1435,17151_1.txt,"Semi-weekly standard (Raleigh, N.C.)",1855,"so that we cannot talk to gether even on the great subject of our common de fence and safety against the serpent of abolition , without being conscious of the chilling influence and restraints of secret obligations . it has excited in the minds of the ignorant the spirit of",mob,"violence , thus turning loose and sanctifying in such minds the most dangerous and lawless passions . witness the riots in cincinnati and louisville . wit ness our own city , where for three successive nights , houses were pulled down and their inhabitants were flying in terror for life"
1436,17152_1.txt,"Mineral Point tribune (Mineral Point, ...)",1855,". at an early hour in the evening there was a large crowd around the building- a little atter o'clock the marshal with some six or eight of the police , armed with pistols , entered the room where the liquors were stored . about half past 8 , the",mob,"began to throw stones against the door on congress street , breaking out the glass in the upper part of the door . the marshal then gave orders to the police to keep on either side of the door , so as to be out of reach of any stones"
1437,17152_1.txt,"Mineral Point tribune (Mineral Point, ...)",1855,"gave orders to the police to keep on either side of the door , so as to be out of reach of any stones that might come in and not to fire their pistols , until some one should attempt to enter in the meantime the marshal repeatedly cautioned the",mob,to desist upon peril of their lives and in the course of the evening they were ordered to disperse by the sheriff of the county and also by the mayor . at length one man who appeared to be the ringleader in the mob came to the door swearing horrible
1438,17152_1.txt,"Mineral Point tribune (Mineral Point, ...)",1855,meantime the marshal repeatedly cautioned the mob to desist upon peril of their lives and in the course of the evening they were ordered to disperse by the sheriff of the county and also by the mayor . at length one man who appeared to be the ringleader in the,mob,"came to the door swearing horrible oaths , and using most insulting and violent language towards the police in the room . he called them "" a pack of damned cowards , "" challenged them to fire , and taunted them by saying that they did not dare to fire"
1439,17152_1.txt,"Mineral Point tribune (Mineral Point, ...)",1855,"horrible oaths , and using most insulting and violent language towards the police in the room . he called them "" a pack of damned cowards , "" challenged them to fire , and taunted them by saying that they did not dare to fire . then he harangued the",mob,", urging them to come on , assuring them that there was no danger- that the police were cowards , and had only blank cartridges , and did not dare fire upon them if they had . the marshal again warned him upon peril of his life not to attempt"
1440,17152_1.txt,"Mineral Point tribune (Mineral Point, ...)",1855,"there was no danger- that the police were cowards , and had only blank cartridges , and did not dare fire upon them if they had . the marshal again warned him upon peril of his life not to attempt to enter the room . but under his leadership the",mob,"made a violent rush for the door , which however , proved too strong for them . the police then fired intentionally aimed over their heads , hoping to frighten and thus avoid the necessity of killing . this checked them for a few minutes , but the same voice"
1441,17152_1.txt,"Mineral Point tribune (Mineral Point, ...)",1855,"the door , which however , proved too strong for them . the police then fired intentionally aimed over their heads , hoping to frighten and thus avoid the necessity of killing . this checked them for a few minutes , but the same voice was again heard rallying the",mob,", assuring them that nobody was hurt- that they were only blank catridges & c . & c . . and another rush was made for the door , the leader reaching in and attempting to unbar it . the police then fired with effect . one man , named"
1442,17152_1.txt,"Mineral Point tribune (Mineral Point, ...)",1855,"the police then fired with effect . one man , named robbins , as we are informed . a mate of an eeastport vessel- fell dead or murtaliy wounded close dy the door , and it is supposed he was the man who had been so busy in exciting the",mob,". as that voice was not heard again during evening . the of this however , the police are not certain , as they were not able clearly to distinguish objects in the darkness and confusion . prior , however , to this firing by the police a military company"
1443,17152_1.txt,"Mineral Point tribune (Mineral Point, ...)",1855,"in the darkness and confusion . prior , however , to this firing by the police a military company , "" the light guards "" or a portion of the company , marched through the crowd and took a position in front of the door on congress street when the",mob,"began to pelt them with and stones several , of the soldiers were severly injured . an order was given to them to fire , thinking that the order itself might possibly terrify the mob . but the order was not executed , and the company finally retired to their"
1444,17152_1.txt,"Mineral Point tribune (Mineral Point, ...)",1855,"crowd and took a position in front of the door on congress street when the mob began to pelt them with and stones several , of the soldiers were severly injured . an order was given to them to fire , thinking that the order itself might possibly terrify the",mob,". but the order was not executed , and the company finally retired to their armory , some what in confusion . the "" rifle guards was then called upon , and promply responded to the call . mayor dow , with aldermen carleton and brooks ( the committee appointed"
1445,17161_1.txt,"Tribune and telegraph (Kenosha, Wis.)",1855,of were informed that the ringleaders of the,mob,"who lynched mayberry were the friends and neighbors of alger , from jef.be ferson county . this is not the case , as we are credibly informed that only four or five persons went from johnson's creek , where mr . alger's family reside . and net more than 20"
